id,school,year,netPrice,graduationRate,medianDebt,medianEarnings,admissionRate,satAverage,actMidpoint,tuitionInState,tuitionOutOfState,pellGrantRate,federalLoanRate,retentionRate
217882,Clemson University,2020,21262,0.8492,21500.0,71513.0,0.6194,1327.0,30.0,15558,38550,0.164,0.3734,0.9356
217882,Clemson University,2021,22116,0.8547,NA,NA,0.4922,1339.0,30.0,15558,38550,0.1483,0.3723,0.9364
217882,Clemson University,2022,22433,0.8532,NA,NA,0.4298,1341.0,NA,15558,39502,0.1467,0.3311,0.9239
217882,Clemson University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217882,Clemson University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218663,University of South Carolina-Columbia,2012,16127,0.7241,21500.0,42200.0,0.6312,1200.0,27.0,10488,27644,0.2447,0.4924,0.8722
218663,University of South Carolina-Columbia,2013,16523,0.7268,21500.0,43000.0,0.606,1200.0,27.0,10816,28528,0.2394,0.4922,0.8738
218663,University of South Carolina-Columbia,2014,17622,0.73,22520.0,44900.0,0.652,1217.0,27.0,11158,29440,0.2282,0.4841,0.8792
218663,University of South Carolina-Columbia,2015,18555,0.7248,23000.0,NA,0.6453,1220.0,28.0,11482,30298,0.2248,0.4813,0.8725
218663,University of South Carolina-Columbia,2016,19095,0.7322,23000.0,NA,0.6814,1228.0,28.0,11454,30882,0.2231,0.3538,0.8784
218663,University of South Carolina-Columbia,2017,19519,0.7502,22724.0,NA,0.7231,1282.0,28.0,11862,31962,0.201,0.46,0.8823
218663,University of South Carolina-Columbia,2018,19219,0.7702,22500.0,NA,0.6306,1287.0,28.0,12616,33298,0.2076,0.4643,0.8803
218663,University of South Carolina-Columbia,2019,20509,0.7677,22303.0,NA,0.6865,1289.0,28.0,12688,33928,0.1989,0.4497,0.8855
218663,University of South Carolina-Columbia,2020,20559,0.7801,21500.0,62177.0,0.6835,1268.0,28.0,12688,33928,0.1949,0.4429,0.8986
218663,University of South Carolina-Columbia,2021,20796,0.7817,NA,NA,0.6156,1286.0,29.0,12688,33928,0.1955,0.4314,0.8687
218663,University of South Carolina-Columbia,2022,21044,0.7832,NA,NA,0.6405,1304.0,NA,12688,33928,0.1919,0.4176,0.8962
218663,University of South Carolina-Columbia,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218663,University of South Carolina-Columbia,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219082,Dakota State University,2012,12692,0.4373,23000.0,37300.0,0.8881,1009.0,22.0,7212,9077,0.2437,0.4478,0.5993
219082,Dakota State University,2013,14431,0.4733,22534.0,36700.0,0.8297,1010.0,22.0,7506,9506,0.2364,0.4321,0.6926
219082,Dakota State University,2014,15044,0.407,23250.0,38700.0,0.842,1026.0,22.0,7506,9986,0.2337,0.4315,0.6486
219082,Dakota State University,2015,14690,0.3838,23500.0,NA,0.8125,1047.0,23.0,7974,10556,0.2504,0.4576,0.7366
219082,Dakota State University,2016,15803,0.3917,24446.5,NA,0.8263,1029.0,22.0,8927,11843,0.2489,0.4702,0.7156
219082,Dakota State University,2017,16940,0.3605,24957.0,NA,0.8436,1123.0,23.0,9147,12077,0.2458,0.4754,0.718
219082,Dakota State University,2018,17244,0.4688,24000.0,NA,0.8324,1145.0,23.0,9276,12249,0.2387,0.4551,0.6695
219082,Dakota State University,2019,17691,0.4301,23375.0,NA,0.774,1122.0,22.0,9536,12606,0.2178,0.4333,0.6587
219082,Dakota State University,2020,18630,0.4851,23500.0,50970.0,0.8357,1131.0,23.0,9536,12606,0.2232,0.4383,0.7143
219082,Dakota State University,2021,18619,0.4675,NA,NA,0.8561,1133.0,23.0,9633,12735,0.1993,0.4058,0.7211
219082,Dakota State University,2022,18356,0.4869,NA,NA,0.7891,1141.0,NA,9633,12735,0.1778,0.37,0.7449
219082,Dakota State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219082,Dakota State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219356,South Dakota State University,2012,14648,0.551,23539.0,40700.0,0.9166,1048.0,23.0,7404,9350,0.2866,0.6328,0.747
219356,South Dakota State University,2013,15538,0.5566,24750.0,42000.0,0.919,1050.0,23.0,7713,9795,0.2716,0.6074,0.7589
219356,South Dakota State University,2014,16152,0.5687,25000.0,44400.0,0.9201,1068.0,23.0,7713,10485,0.2596,0.5995,0.7698
219356,South Dakota State University,2015,21762,0.5414,25000.0,NA,0.917,1068.0,23.0,8172,11053,0.2463,0.5859,0.7611
219356,South Dakota State University,2016,21070,0.5304,25000.0,NA,0.9076,1069.0,23.0,8172,11403,0.2179,0.5521,0.786
219356,South Dakota State University,2017,19415,0.5492,24250.0,NA,0.9137,1144.0,23.0,8441,11689,0.2097,0.5407,0.7721
219356,South Dakota State University,2018,19503,0.5634,23502.0,NA,0.9243,1149.0,23.0,8764,12128,0.2178,0.5407,0.7591
219356,South Dakota State University,2019,19252,0.5618,23250.0,NA,0.9004,1136.0,23.0,9114,12589,0.2095,0.5219,0.7832
219356,South Dakota State University,2020,18578,0.5885,23250.0,55070.0,0.8894,1150.0,23.0,9200,12675,0.2048,0.5146,0.81
219356,South Dakota State University,2021,18402,0.5955,NA,NA,0.8743,1119.0,22.0,9299,12809,0.1846,0.4901,0.7986
219356,South Dakota State University,2022,18125,0.5926,NA,NA,0.8608,1121.0,NA,9299,12809,0.1804,0.457,0.7884
219356,South Dakota State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219356,South Dakota State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219471,University of South Dakota,2012,15315,0.4986,21016.0,39400.0,0.8856,1089.0,24.0,7704,9650,0.3028,0.604,0.7517
219471,University of South Dakota,2013,15442,0.5515,22218.0,40200.0,0.8788,1090.0,24.0,8022,10104,0.2876,0.5899,0.7649
219471,University of South Dakota,2014,16129,0.5552,23750.0,42000.0,0.8882,1044.0,23.0,8022,10794,0.275,0.5723,0.7445
219471,University of South Dakota,2015,16396,0.5242,25000.0,NA,0.7354,1049.0,23.0,8457,11338,0.2628,0.5672,0.7673
219471,University of South Dakota,2016,17078,0.5493,25000.0,NA,0.8813,1050.0,23.0,8457,11688,0.2432,0.5426,0.7584
219471,University of South Dakota,2017,17359,0.5519,25000.0,NA,0.8691,1125.0,23.0,8772,12019,0.2317,0.5265,0.7243
219471,University of South Dakota,2018,18075,0.5793,23937.0,NA,0.858,1135.0,23.0,9061,12425,0.2271,0.5161,0.7738
219471,University of South Dakota,2019,18555,0.594,23500.0,NA,0.8638,1118.0,22.0,9332,12807,0.2382,0.5192,0.7788
219471,University of South Dakota,2020,19389,0.5998,23592.0,51926.0,0.9095,1134.0,23.0,9332,12807,0.2328,0.4908,0.8077
219471,University of South Dakota,2021,19415,0.601,NA,NA,0.8701,1122.0,22.0,9432,12942,0.2034,0.4677,0.7733
219471,University of South Dakota,2022,19499,0.5722,NA,NA,0.9946,1122.0,NA,9432,12942,0.1931,0.4282,0.8176
219471,University of South Dakota,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219471,University of South Dakota,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220862,University of Memphis,2012,11318,0.3997,23250.0,35700.0,0.6242,1049.0,23.0,7904,22616,0.5163,0.6393,0.7554
220862,University of Memphis,2013,12258,0.432,24280.0,36400.0,0.6841,1031.0,22.0,8312,23024,0.471,0.6224,0.7583
220862,University of Memphis,2014,12661,0.44,24927.0,37400.0,0.474,1029.0,22.0,8619,20331,0.4663,0.6173,0.7817
220862,University of Memphis,2015,13353,0.4505,25000.0,NA,0.3978,1029.0,22.0,8903,20615,0.4741,0.6107,0.7741
220862,University of Memphis,2016,13306,0.4183,25674.5,NA,0.5668,1011.0,22.0,9125,20837,0.4573,0.5843,0.8004
220862,University of Memphis,2017,13921,0.4321,25000.0,NA,0.8482,1106.0,22.0,9317,21029,0.4552,0.5789,0.7533
220862,University of Memphis,2018,13048,0.478,25000.0,NA,0.843,1133.0,23.0,9317,21029,0.4573,0.5478,0.7611
220862,University of Memphis,2019,13248,0.532,24250.0,NA,0.8475,1134.0,23.0,9912,13752,0.4398,0.5186,0.7771
220862,University of Memphis,2020,13904,0.5154,23300.0,48458.0,0.852,1132.0,23.0,9912,13752,0.427,0.4893,0.7952
220862,University of Memphis,2021,14023,0.544,NA,NA,0.9521,NA,NA,10056,14088,0.4055,0.4391,0.7184
220862,University of Memphis,2022,13216,0.4826,NA,NA,0.946,1090.0,NA,10056,14280,0.4167,0.4191,0.7471
220862,University of Memphis,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220862,University of Memphis,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220978,Middle Tennessee State University,2012,8631,0.4501,19325.0,35900.0,0.6687,1009.0,22.0,7210,21826,0.4385,0.569,0.7048
220978,Middle Tennessee State University,2013,9169,0.4565,20400.0,37000.0,0.6996,1011.0,22.0,7546,23002,0.4485,0.5732,0.6838
220978,Middle Tennessee State University,2014,11174,0.462,21437.0,38700.0,0.7206,1032.0,22.0,7876,24124,0.4473,0.5668,0.706
220978,Middle Tennessee State University,2015,11381,0.4377,21500.0,NA,0.726,1031.0,22.0,8080,24808,0.4421,0.5466,0.733
220978,Middle Tennessee State University,2016,12173,0.4255,21500.0,NA,0.6861,1030.0,22.0,8280,25416,0.4158,0.521,0.7547
220978,Middle Tennessee State University,2017,12416,0.4401,22500.0,NA,0.5935,1124.0,23.0,8612,26348,0.4019,0.5009,0.7628
220978,Middle Tennessee State University,2018,12712,0.4422,21500.0,NA,0.9353,1149.0,23.0,8858,27098,0.4026,0.4812,0.7581
220978,Middle Tennessee State University,2019,12464,0.4681,20500.0,NA,0.9371,1150.0,23.0,9070,27742,0.3827,0.4493,0.7537
220978,Middle Tennessee State University,2020,12752,0.5115,20000.0,48541.0,0.942,1146.0,23.0,9070,27742,0.3684,0.4225,0.7852
220978,Middle Tennessee State University,2021,12553,0.5367,NA,NA,0.684,1133.0,23.0,9232,28264,0.3438,0.3728,0.7473
220978,Middle Tennessee State University,2022,13267,0.5459,NA,NA,0.7254,1120.0,NA,9232,28264,0.3386,0.3612,0.7606
220978,Middle Tennessee State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220978,Middle Tennessee State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221759,The University of Tennessee-Knoxville,2012,13623,0.6607,17265.5,42300.0,0.6732,1200.0,27.0,9092,27582,0.3055,0.4443,0.846
221759,The University of Tennessee-Knoxville,2013,14162,0.6754,18750.0,43400.0,0.7249,1199.0,27.0,11194,29684,0.2991,0.4396,0.8563
221759,The University of Tennessee-Knoxville,2014,15949,0.6931,19481.0,45100.0,0.7483,1198.0,27.0,11876,30326,0.3005,0.4306,0.8655
221759,The University of Tennessee-Knoxville,2015,18138,0.7034,19900.0,NA,0.763,1214.0,27.0,12436,30856,0.2942,0.4415,0.8464
221759,The University of Tennessee-Knoxville,2016,19076,0.6883,20500.0,NA,0.7722,1213.0,27.0,12724,31144,0.2901,0.4365,0.8628
221759,The University of Tennessee-Knoxville,2017,19335,0.7023,20500.0,NA,0.7697,1280.0,27.0,12970,31390,0.2712,0.4286,0.8552
221759,The University of Tennessee-Knoxville,2018,19142,0.725,20500.0,NA,0.7778,1303.0,28.0,13006,31426,0.2644,0.421,0.8677
221759,The University of Tennessee-Knoxville,2019,18825,0.7224,20500.0,NA,0.7885,1276.0,27.0,13264,31664,0.249,0.3932,0.8651
221759,The University of Tennessee-Knoxville,2020,18579,0.7112,20500.0,60249.0,0.7815,1294.0,28.0,13264,31664,0.2468,0.3762,0.8864
221759,The University of Tennessee-Knoxville,2021,18853,0.7213,NA,NA,0.7494,1303.0,28.0,13244,31664,0.24,0.3269,0.8779
221759,The University of Tennessee-Knoxville,2022,19400,0.7258,NA,NA,0.6841,1299.0,NA,13244,31664,0.2236,0.2974,0.8859
221759,The University of Tennessee-Knoxville,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221759,The University of Tennessee-Knoxville,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225511,University of Houston,2012,12707,0.4615,19000.0,48900.0,0.562,1123.0,24.0,8094,16518,0.4106,0.4539,0.8318
225511,University of Houston,2013,12822,0.4754,19368.0,49900.0,0.5841,1136.0,25.0,8401,16897,0.3879,0.4299,0.8463
225511,University of Houston,2014,13028,0.4811,19500.0,51600.0,0.6299,1139.0,25.0,8605,19693,0.3849,0.4068,0.8624
225511,University of Houston,2015,14134,0.5097,19660.0,NA,0.5972,1154.0,26.0,8759,20519,0.3838,0.3997,0.8628
225511,University of Houston,2016,15399,0.5068,19250.0,NA,0.5854,1152.0,26.0,9519,21711,0.3743,0.3974,0.8461
225511,University of Houston,2017,16392,0.5368,19000.0,NA,0.6111,1202.0,25.0,9706,22066,0.3744,0.3905,0.8487
225511,University of Houston,2018,16161,0.5946,18750.0,NA,0.6234,1220.0,25.0,8913,21273,0.3975,0.3893,0.8487
225511,University of Houston,2019,12838,0.6131,18500.0,NA,0.6498,1219.0,25.0,9221,21749,0.4051,0.3707,0.8483
225511,University of Houston,2020,13721,0.6215,18194.0,62377.0,0.6279,1216.0,25.0,9457,21673,0.4063,0.3591,0.8595
225511,University of Houston,2021,13798,0.6204,NA,NA,0.6552,1235.0,26.0,9699,21891,0.3987,0.3033,0.8514
225511,University of Houston,2022,13900,0.6308,NA,NA,0.6624,1241.0,NA,9699,21891,0.4104,0.3167,0.8453
225511,University of Houston,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225511,University of Houston,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228723,Texas A&M University-College Station,2012,12336,0.796,18500.0,53900.0,0.6688,1205.0,27.0,8506,25035,0.2165,0.3659,0.9201
228723,Texas A&M University-College Station,2013,10912,0.7908,18675.0,55500.0,0.6947,1182.0,26.0,8506,25126,0.2162,0.3511,0.9143
228723,Texas A&M University-College Station,2014,11315,0.7934,18766.5,58000.0,0.7103,1206.0,27.0,9685,26583,0.2183,0.332,0.9007
228723,Texas A&M University-College Station,2015,13426,0.7889,18750.0,NA,0.6664,1212.0,28.0,10176,28768,0.2173,0.3265,0.8979
228723,Texas A&M University-College Station,2016,15440,0.8022,18519.5,NA,0.6717,1205.0,27.0,11036,31214,0.216,0.3272,0.9064
228723,Texas A&M University-College Station,2017,20282,0.821,18500.0,NA,0.7054,1277.0,28.0,11234,36606,0.2073,0.3245,0.9166
228723,Texas A&M University-College Station,2018,18944,0.8193,18445.0,NA,0.6762,1291.0,28.0,11870,37495,0.2154,0.319,0.9203
228723,Texas A&M University-College Station,2019,19057,0.8167,18265.0,NA,0.5779,1296.0,29.0,12153,38602,0.2153,0.3054,0.9323
228723,Texas A&M University-College Station,2020,18919,0.8253,17804.0,72097.0,0.6327,1300.0,29.0,12783,39340,0.2134,0.2961,0.9439
228723,Texas A&M University-College Station,2021,20976,0.8336,NA,NA,0.6428,1275.0,28.0,13239,40134,0.204,0.273,0.9282
228723,Texas A&M University-College Station,2022,20257,0.8354,NA,NA,0.6265,1281.0,NA,13239,40139,0.197,0.2629,0.9455
228723,Texas A&M University-College Station,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228723,Texas A&M University-College Station,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228778,The University of Texas at Austin,2012,16616,0.7867,21000.0,53000.0,0.4675,1259.0,28.0,9790,33128,0.2813,0.4191,0.9323
228778,The University of Texas at Austin,2013,15721,0.7944,21500.0,54900.0,0.4019,1262.0,28.0,9798,33842,0.2683,0.4008,0.9363
228778,The University of Texas at Austin,2014,17152,0.8064,22000.0,58200.0,0.3966,1296.0,29.0,9830,34836,0.2602,0.3818,0.9445
228778,The University of Texas at Austin,2015,17742,0.7965,22182.5,NA,0.3924,1297.0,29.0,9806,34676,0.2476,0.3614,0.9547
228778,The University of Texas at Austin,2016,17317,0.8122,21500.0,NA,0.4037,1289.0,29.0,10092,35682,0.2405,0.3384,0.9514
228778,The University of Texas at Austin,2017,16960,0.8285,20000.0,NA,0.3649,1359.0,30.0,10398,36744,0.2356,0.3415,0.9455
228778,The University of Texas at Austin,2018,16505,0.8276,19630.0,NA,0.3852,1367.0,30.0,10610,37580,0.2262,0.3598,0.9495
228778,The University of Texas at Austin,2019,18023,0.8561,20250.0,NA,0.3182,1367.0,30.0,10824,38326,0.2258,0.3465,0.9569
228778,The University of Texas at Austin,2020,18350,0.8756,20500.0,75121.0,0.3195,1349.0,30.0,11448,40032,0.2225,0.3039,0.9665
228778,The University of Texas at Austin,2021,17519,0.8775,NA,NA,0.2875,1371.0,30.0,11752,40996,0.2381,0.2758,0.9643
228778,The University of Texas at Austin,2022,18850,0.8779,NA,NA,0.3135,1373.0,NA,11698,41070,0.2442,0.2677,0.953
228778,The University of Texas at Austin,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228778,The University of Texas at Austin,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230038,Brigham Young University,2012,11857,0.7742,10751.0,57200.0,0.5491,1283.0,29.0,4710,4710,0.3535,0.2014,0.8926
230038,Brigham Young University,2013,13070,0.7797,10500.0,56800.0,0.4942,1277.0,29.0,4850,4850,0.3578,0.1918,0.8461
230038,Brigham Young University,2014,12718,0.7902,11000.0,59700.0,0.47,1290.0,29.0,5000,5000,0.3702,0.1921,0.8686
230038,Brigham Young University,2015,12597,0.8041,11000.0,NA,0.4805,1290.0,29.0,5150,5150,0.3716,0.1805,0.8554
230038,Brigham Young University,2016,12795,0.8307,10802.5,NA,0.5118,1293.0,29.0,5300,5300,0.3511,0.1677,0.8972
230038,Brigham Young University,2017,12974,0.827,12100.0,NA,0.524,1364.0,30.0,5460,5460,0.3643,0.1571,0.9003
230038,Brigham Young University,2018,13181,0.8644,12000.0,NA,0.6447,1324.0,29.0,5620,5620,0.3748,0.1478,0.8801
230038,Brigham Young University,2019,13322,0.7787,11500.0,NA,0.6749,1326.0,29.0,5790,5790,0.3649,0.14,0.9035
230038,Brigham Young University,2020,13474,0.7545,11069.0,75790.0,0.6925,1335.0,29.0,5970,5970,0.3522,0.1342,0.9164
230038,Brigham Young University,2021,13522,0.7675,NA,NA,0.5918,1342.0,29.0,6120,6120,0.3232,0.1144,0.8921
230038,Brigham Young University,2022,13565,0.7865,NA,NA,0.6667,1376.0,NA,6304,6304,0.3239,0.1075,0.8977
230038,Brigham Young University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230038,Brigham Young University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230603,Southern Utah University,2012,14255,0.4495,11000.0,38100.0,0.5733,1066.0,23.0,5576,16984,0.4135,0.5678,0.6574
230603,Southern Utah University,2013,14336,0.526,11500.0,38400.0,0.5709,1066.0,23.0,5924,17902,0.3843,0.5257,0.6473
230603,Southern Utah University,2014,12951,0.5036,12000.0,39800.0,0.6103,1063.0,23.0,6138,18596,0.3943,0.3447,0.6554
230603,Southern Utah University,2015,14434,0.4378,11750.0,NA,0.7214,1078.0,24.0,6300,19132,0.3827,0.5133,0.6429
230603,Southern Utah University,2016,13858,0.4923,11000.0,NA,0.7228,1065.0,23.0,6530,19810,0.3294,0.3306,0.6934
230603,Southern Utah University,2017,14376,0.4677,11437.0,NA,0.758,1156.0,24.0,6676,20288,0.3294,0.4577,0.7109
230603,Southern Utah University,2018,14284,0.4926,12700.0,NA,0.7918,1183.0,24.0,6770,20586,0.4552,0.8586,0.7282
230603,Southern Utah University,2019,14285,0.501,13085.0,NA,0.7835,1135.0,24.0,6770,20586,0.3092,0.4606,0.7362
230603,Southern Utah University,2020,13578,0.4552,12500.0,50296.0,0.7556,1183.0,24.0,6770,20586,0.284,0.4653,0.7233
230603,Southern Utah University,2021,13095,0.5472,NA,NA,0.8873,1149.0,23.0,6726,20542,0.2682,0.526,0.7346
230603,Southern Utah University,2022,11645,0.5792,NA,NA,0.8385,NA,NA,6770,20586,0.2562,0.1771,0.7102
230603,Southern Utah University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230603,Southern Utah University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230764,University of Utah,2012,13333,0.5866,12500.0,49500.0,0.8263,1113.0,24.0,7139,22642,0.3226,0.3492,0.8752
230764,University of Utah,2013,14114,0.6037,13140.5,51000.0,0.8174,1109.0,24.0,7457,23736,0.3225,0.3557,0.8791
230764,University of Utah,2014,13874,0.6221,14107.0,53000.0,0.8142,1131.0,25.0,7835,25057,0.3092,0.3394,0.8868
230764,University of Utah,2015,13969,0.6384,14777.0,NA,0.8143,1130.0,25.0,8197,26022,0.2988,0.3351,0.8853
230764,University of Utah,2016,12674,0.6514,15000.0,NA,0.7642,1116.0,24.0,8518,27039,0.2902,0.3268,0.8997
230764,University of Utah,2017,13728,0.674,17500.0,NA,0.6615,1234.0,26.0,8884,28127,0.2725,0.3266,0.9048
230764,University of Utah,2018,14364,0.695,18088.0,NA,0.6686,1236.0,26.0,9222,29215,0.2777,0.3096,0.8858
230764,University of Utah,2019,14773,0.6952,18750.0,NA,0.6212,1242.0,26.0,8615,27220,0.257,0.2866,0.8894
230764,University of Utah,2020,13572,0.671,19000.0,67170.0,0.794,1236.0,26.0,8615,27220,0.2381,0.2757,0.8866
230764,University of Utah,2021,7937,0.672,NA,NA,0.9497,1257.0,26.0,8893,28345,0.223,0.2358,0.8663
230764,University of Utah,2022,9422,0.6455,NA,NA,0.8913,1236.0,NA,9315,29837,0.2147,0.2165,0.8457
230764,University of Utah,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230764,University of Utah,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230852,Champlain College,2012,31573,0.6606,27000.0,39900.0,0.7394,1093.0,24.0,29865,29865,0.2331,0.7022,0.7848
230852,Champlain College,2013,31564,0.5763,27000.0,40800.0,0.7079,1122.0,25.0,31350,31350,0.2488,0.6359,0.7887
230852,Champlain College,2014,31992,0.5712,26873.0,45400.0,0.6417,1150.0,26.0,33000,33000,0.255,0.628,0.8083
230852,Champlain College,2015,33674,0.5827,26250.0,NA,0.6617,1156.0,26.0,37536,37536,0.2254,0.5794,0.7851
230852,Champlain College,2016,36409,0.6195,27000.0,NA,0.6995,1134.0,25.0,38660,38660,0.2174,0.5476,0.8193
230852,Champlain College,2017,34833,0.6045,26030.0,NA,0.7504,1210.0,26.0,39818,39818,0.2111,0.5274,0.7877
230852,Champlain College,2018,35549,0.6417,26000.0,NA,0.7541,1193.0,25.0,41010,41010,0.2316,0.5356,0.7747
230852,Champlain College,2019,33561,0.6492,26000.0,NA,0.8515,1229.0,27.0,41828,41828,0.2308,0.5321,0.8246
230852,Champlain College,2020,33224,0.6603,26814.0,58386.0,0.8515,NA,NA,42784,42784,0.2233,0.5093,0.785
230852,Champlain College,2021,33681,0.6848,NA,NA,0.6243,NA,NA,42984,42984,0.2175,0.4841,0.6948
230852,Champlain College,2022,32455,0.645,NA,NA,0.5568,1259.0,NA,44220,44220,0.2188,0.493,0.7633
230852,Champlain College,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230852,Champlain College,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231165,Vermont State University,2012,16574,0.502,13000.0,43600.0,0.8433,951.0,22.0,12024,22128,0.3698,1.0,0.696
231165,Vermont State University,2013,17433,0.4839,14750.0,43400.0,0.8257,933.0,19.0,12494,23006,0.3848,0.6591,0.6991
231165,Vermont State University,2014,18939,0.5464,15500.0,45000.0,0.8319,NA,NA,12860,23708,0.2806,0.4556,0.712
231165,Vermont State University,2015,18775,0.4837,15948.0,NA,0.8488,NA,NA,13490,24866,0.3457,0.6174,0.775
231165,Vermont State University,2016,19630,0.485,16200.0,NA,0.879,NA,NA,14026,25858,0.3278,0.6248,0.6981
231165,Vermont State University,2017,19750,0.5179,12000.0,NA,0.633,NA,NA,14690,27002,0.3193,0.5672,0.6184
231165,Vermont State University,2018,20519,0.5138,12000.0,NA,0.6821,NA,NA,15108,27780,0.3161,0.5776,0.7653
231165,Vermont State University,2019,20684,0.5464,13000.0,NA,0.6704,NA,NA,15292,28588,0.3058,0.5717,0.6889
231165,Vermont State University,2020,21463,0.6432,15000.0,50331.0,0.584,NA,NA,16044,29460,0.3096,0.566,0.6522
231165,Vermont State University,2021,21839,0.5403,NA,NA,0.5568,NA,NA,16082,29498,0.2672,0.502,0.5952
231165,Vermont State University,2022,18297,0.5442,NA,NA,0.4978,NA,NA,16086,29502,0.2832,0.4825,0.6735
231165,Vermont State University,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231165,Vermont State University,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231174,University of Vermont,2012,16146,0.7582,21500.0,43900.0,0.7665,1191.0,27.0,15284,35612,0.2005,0.4883,0.8528
231174,University of Vermont,2013,14876,0.7582,21500.0,45200.0,0.7755,1190.0,27.0,15718,36646,0.1948,0.4674,0.8577
231174,University of Vermont,2014,15838,0.7558,21500.0,47300.0,0.7344,1191.0,27.0,16226,37874,0.1844,0.4617,0.8699
231174,University of Vermont,2015,17414,0.7679,22250.0,NA,0.7085,1211.0,28.0,16768,39160,0.1743,0.4445,0.863
231174,University of Vermont,2016,17831,0.7423,22500.0,NA,0.6894,1216.0,28.0,17300,40364,0.1564,0.4313,0.865
231174,University of Vermont,2017,18877,0.7495,21504.0,NA,0.672,1280.0,28.0,17740,41356,0.1508,0.4328,0.8631
231174,University of Vermont,2018,18980,0.7633,21500.0,NA,0.6756,1289.0,29.0,18276,42516,0.1559,0.4303,0.867
231174,University of Vermont,2019,18982,0.7655,21111.0,NA,0.673,1287.0,29.0,18802,43690,0.1544,0.424,0.873
231174,University of Vermont,2020,19509,0.7591,20951.0,62472.0,0.7132,1276.0,29.0,19062,43950,0.1429,0.4217,0.8541
231174,University of Vermont,2021,18814,0.7703,NA,NA,0.6351,1351.0,31.0,19002,43890,0.1472,0.3941,0.8863
231174,University of Vermont,2022,20795,0.7576,NA,NA,0.5979,1358.0,NA,18890,43890,0.137,0.3908,0.8874
231174,University of Vermont,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231174,University of Vermont,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232186,George Mason University,2012,16229,0.6594,18000.0,57300.0,0.6575,1152.0,26.0,9620,27764,0.2816,0.4481,0.8635
232186,George Mason University,2013,18305,0.667,19250.0,58100.0,0.6203,1155.0,26.0,9908,28592,0.2684,0.4474,0.8728
232186,George Mason University,2014,18738,0.6688,19500.0,59900.0,0.6665,1152.0,26.0,10382,29960,0.2523,0.4349,0.876
232186,George Mason University,2015,19245,0.692,19500.0,NA,0.7973,1153.0,26.0,10952,31598,0.2658,0.4429,0.8719
232186,George Mason University,2016,19479,0.6989,19500.0,NA,0.8099,1165.0,27.0,11300,32582,0.2726,0.4404,0.8748
232186,George Mason University,2017,19779,0.7086,20000.0,NA,0.8132,1210.0,27.0,11924,34370,0.284,0.4445,0.8783
232186,George Mason University,2018,20321,0.6999,20000.0,NA,0.8106,1227.0,27.0,12462,35922,0.302,0.4428,0.8669
232186,George Mason University,2019,21048,0.7066,19750.0,NA,0.8674,1222.0,27.0,12564,36024,0.2953,0.429,0.8638
